ID,deposits,deposit_amount,withdrawals,withdrawal_amount,declines,biggest_deposit,deposit_amount_variance,withdrawal_amount_variance,nightdeposits,activeweeks,activemonths,propnight,intensity,netloss,logdeclines
customer1306,9,130,0,0,0,100,177.7777778,0,6,9,9,0.666666667,1,130,0
customer1307,1,250,1,250,0,250,0,0,0,1,1,0,1,0,0
customer1308,4,155,0,0,0,50,72.91666667,0,0,2,2,0,2,155,0
customer1309,2,120,0,0,0,100,3200,0,2,1,1,1,2,120,0
customer131,284,7848.48,18,2316,11,75,139.9225641,28922.11765,57,31,10,0.200704225,9.161290323,5532.48,2.48490665
customer1310,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1311,17,638,0,0,9,100,432.8897059,0,0,3,2,0,5.666666667,638,2.302585093
customer1312,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1313,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1314,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1315,4,177,1,102,0,50,165.5833333,0,3,1,1,0.75,4,75,0
customer1316,12,2949,0,0,0,400,12971.29545,0,3,9,3,0.25,1.333333333,2949,0
customer1317,5,300,0,0,0,100,550,0,0,3,2,0,1.666666667,300,0
customer1318,10,395,0,0,0,50,169.1666667,0,1,5,2,0.1,2,395,0
customer1319,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer132,1,50,1,50,0,50,0,0,0,1,1,0,1,0,0
customer1320,3,100,0,0,0,50,233.3333333,0,0,1,1,0,3,100,0
customer1321,4,175,0,0,0,50,156.25,0,2,3,3,0.5,1.333333333,175,0
customer1322,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1323,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1324,6,110,0,0,0,20,16.66666667,0,5,4,2,0.833333333,1.5,110,0
customer1325,4,200,0,0,0,100,0,0,0,1,1,0,4,200,0
customer1326,3,100,0,0,0,50,208.3333333,0,0,2,1,0,1.5,100,0
customer1327,2,75,0,0,0,50,312.5,0,0,1,1,0,2,75,0
customer1328,1,25,0,0,0,25,0,0,1,1,1,1,1,25,0
customer1329,4,350,0,0,0,200,6875,0,0,3,2,0,1.333333333,350,0
customer133,6,255,0,0,1,50,137.5,0,0,2,1,0,3,255,0.693147181
customer1330,2,40,1,100,0,0,0,0,0,1,1,0,2,-60,0
customer1331,5,95,0,0,0,25,67.5,0,0,3,3,0,1.666666667,95,0
customer1332,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1333,5,360,4,2600,0,60,720,96666.66667,0,2,1,0,2.5,-2240,0
customer1334,2,150,0,0,0,100,1250,0,1,1,1,0.5,2,150,0
customer1335,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1336,12,3500,0,0,8,500,11287.87879,0,2,1,1,0.166666667,12,3500,2.197224577
customer1337,4,3600,0,0,0,600,360000,0,0,2,2,0,2,3600,0
customer1338,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1339,14,888.8,1,160.07,0,110,455.549011,0,2,4,4,0.142857143,3.5,728.73,0
customer134,166,7717,1,1300,0,100,181.5119752,0,47,23,7,0.28313253,7.217391304,6417,0
customer1340,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1341,1,10,0,0,0,10,0,0,1,1,1,1,1,10,0
customer1342,2,50,0,0,0,30,50,0,0,2,2,0,1,50,0
customer1343,3,4000,0,0,1,2000,333333.3333,0,0,1,1,0,3,4000,0.693147181
customer1344,2,900,0,0,0,500,5000,0,0,1,1,0,2,900,0
customer1345,2,75,0,0,0,50,312.5,0,0,1,1,0,2,75,0
customer1346,14,660,0,0,0,100,391.2087912,0,4,11,7,0.285714286,1.272727273,660,0
customer1347,16,280,0,0,0,60,106.6666667,0,4,8,4,0.25,2,280,0
customer1348,11,335,1,155,0,100,372.2727273,0,1,4,2,0.090909091,2.75,180,0
customer1349,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer135,45,2960,0,0,0,250,1229.494949,0,17,10,4,0.377777778,4.5,2960,0
customer1350,12,510,0,0,0,50,143.1818182,0,4,9,4,0.333333333,1.333333333,510,0
customer1351,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1352,14,1255,0,0,0,250,3267.324176,0,1,11,6,0.071428571,1.272727273,1255,0
customer1353,1,15,0,0,0,15,0,0,1,1,1,1,1,15,0
customer1354,1,25,0,0,0,25,0,0,0,1,1,0,1,25,0
customer1355,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1356,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1357,5,350,0,0,0,100,750,0,0,3,2,0,1.666666667,350,0
customer1358,3,350,0,0,0,150,833.3333333,0,0,1,1,0,3,350,0
customer1359,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer136,37,2091,0,0,2,105,1052.978979,0,9,9,5,0.243243243,4.111111111,2091,1.098612289
customer1360,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1361,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1363,4,70,0,0,0,30,75,0,0,4,3,0,1,70,0
customer1364,12,1297.96,0,0,0,300,4039.825588,0,2,9,6,0.166666667,1.333333333,1297.96,0
customer1365,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1366,1,20,0,0,0,20,0,0,1,1,1,1,1,20,0
customer1367,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1368,2,100,0,0,0,50,0,0,0,1,1,0,2,100,0
customer1369,4,75,0,0,0,25,39.58333333,0,2,2,2,0.5,2,75,0
customer137,4,40,0,0,0,10,0,0,0,4,3,0,1,40,0
customer1370,2,200,0,0,0,100,0,0,1,2,2,0.5,1,200,0
customer1371,4,225,0,0,0,100,989.5833333,0,1,3,3,0.25,1.333333333,225,0
customer1372,4,200,0,0,0,50,0,0,0,1,1,0,4,200,0
customer1373,2,20,0,0,0,10,0,0,0,2,1,0,1,20,0
customer1374,2,65,0,0,0,40,112.5,0,1,1,1,0.5,2,65,0
customer1375,1,500,1,40,0,500,0,0,0,1,1,0,1,460,0
customer1376,6,60,0,0,0,2000,0,0,1,4,2,0.166666667,1.5,60,0
customer1377,4,7000,0,0,2,2000,250000,0,0,3,2,0,1.333333333,7000,1.098612289
customer1378,6,2000,0,0,5,500,16666.66667,0,1,1,1,0.166666667,6,2000,1.791759469
customer1379,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer138,37,7634.97,9,1830,1,1950,57042.92837,52475,11,13,5,0.297297297,2.846153846,5804.97,0.693147181
customer1380,1,25,0,0,0,25,0,0,1,1,1,1,1,25,0
customer1381,2,40,0,0,0,20,0,0,0,1,1,0,2,40,0
customer1382,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1383,3,70,0,0,0,30,33.33333333,0,0,1,1,0,3,70,0
customer1384,5,135,1,205,0,50,207.5,0,0,4,1,0,1.25,-70,0
customer1385,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1386,2,110,0,0,0,100,4050,0,1,1,1,0.5,2,110,0
customer1387,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1388,4,40,0,0,0,10,0,0,0,1,1,0,4,40,0
customer1389,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer139,42,874.04,4,70.05,0,50,142.6422681,91.41729167,13,14,10,0.30952381,3,803.99,0
customer1390,4,250,0,0,0,100,625,0,1,4,2,0.25,1,250,0
customer1391,1,25,0,0,0,25,0,0,0,1,1,0,1,25,0
customer1392,2,750,0,0,0,500,31250,0,0,2,2,0,1,750,0
customer1393,7,250,2,350,0,0,961.9047619,11250,2,1,1,0.285714286,7,-100,0
customer1394,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1395,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1396,7,163,0,0,0,50,162.2380952,0,3,5,3,0.428571429,1.4,163,0
customer1397,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1398,2,100,0,0,0,50,0,0,1,1,1,0.5,2,100,0
customer1399,3,140,0,0,0,50,33.33333333,0,1,3,2,0.333333333,1,140,0
customer14,422,21380,0,0,0,250,892.0765273,0,36,49,12,0.085308057,8.612244898,21380,0
customer140,63,2755,0,0,0,200,1203.200205,0,5,10,3,0.079365079,6.3,2755,0
customer1400,6,323,0,0,0,65,66.16666667,0,0,2,2,0,3,323,0
customer1401,1,250,0,0,0,250,0,0,1,1,1,1,1,250,0
customer1402,5,270,0,0,0,100,830,0,1,3,1,0.2,1.666666667,270,0
customer1403,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1404,2,100,0,0,0,50,0,0,0,1,1,0,2,100,0
customer1405,7,310,0,0,0,50,128.5714286,0,0,3,2,0,2.333333333,310,0
customer1406,1,20,0,0,0,20,0,0,1,1,1,1,1,20,0
customer1407,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1408,2,150,0,0,0,100,1250,0,1,1,1,0.5,2,150,0
customer1409,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer141,144,5135,0,0,0,100,184.3519328,0,63,38,11,0.4375,3.789473684,5135,0
customer1410,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1411,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1412,2,200,0,0,0,100,0,0,2,1,1,1,2,200,0
customer1413,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1414,8,215,0,0,0,50,99.55357143,0,3,4,2,0.375,2,215,0
customer1415,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1416,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1417,4,115,0,0,0,50,372.9166667,0,2,1,1,0.5,4,115,0
customer1418,12,548,0,0,0,110,625.3333333,0,2,3,2,0.166666667,4,548,0
customer1419,4,170,0,0,0,50,225,0,4,2,2,1,2,170,0
customer142,356,14089,0,0,11,100,669.5745134,0,68,24,8,0.191011236,14.83333333,14089,2.48490665
customer1420,1,30,0,0,0,30,0,0,0,1,1,0,1,30,0
customer1421,11,222,1,10,0,50,176.3636364,0,4,3,2,0.363636364,3.666666667,212,0
customer1422,1,95,0,0,0,95,0,0,0,1,1,0,1,95,0
customer1423,2,200,0,0,0,100,0,0,1,2,1,0.5,1,200,0
customer1424,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1425,3,250,0,0,0,100,833.3333333,0,1,2,2,0.333333333,1.5,250,0
customer1426,3,150,0,0,0,50,0,0,0,3,3,0,1,150,0
customer1427,1,500,0,0,0,500,0,0,1,1,1,1,1,500,0
customer1428,2,150,0,0,0,100,1250,0,0,2,2,0,1,150,0
customer1429,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer143,111,26099,0,0,0,1000,27067.31122,0,25,37,12,0.225225225,3,26099,0
customer1431,12,3799.3,0,0,2,500,3335.495379,0,5,2,2,0.416666667,6,3799.3,1.098612289
customer1432,8,900,0,0,0,200,3392.857143,0,3,6,3,0.375,1.333333333,900,0
customer1433,6,60,1,60,1,2000,0,0,1,4,3,0.166666667,1.5,0,0.693147181
customer1434,5,240,0,0,0,60,120,0,0,4,2,0,1.25,240,0
customer1435,2,375,0,0,7,250,7812.5,0,1,1,1,0.5,2,375,2.079441542
customer1436,1,10,0,0,0,15,0,0,0,1,1,0,1,10,0
customer1437,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1438,2,75,0,0,0,50,312.5,0,0,2,2,0,1,75,0
customer1439,3,69,0,0,0,25,3,0,1,1,1,0.333333333,3,69,0
customer144,71,1200.83,2,120,0,30,38.53332455,800,32,33,9,0.450704225,2.151515152,1080.83,0
customer1440,2,500,0,0,0,400,45000,0,0,1,1,0,2,500,0
customer1441,1,25,0,0,0,25,0,0,0,1,1,0,1,25,0
customer1442,4,300,0,0,0,100,833.3333333,0,0,2,2,0,2,300,0
customer1443,2,85,0,0,0,45,12.5,0,0,2,2,0,1,85,0
customer1444,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1445,2,40,0,0,2,20,0,0,0,2,1,0,1,40,1.098612289
customer1446,1,25,0,0,0,25,0,0,0,1,1,0,1,25,0
customer1447,1,10,0,0,0,10,0,0,1,1,1,1,1,10,0
customer1448,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1449,8,285,0,0,0,50,117.4107143,0,2,8,6,0.25,1,285,0
customer145,86,2495,0,0,0,100,270.4822161,0,28,25,10,0.325581395,3.44,2495,0
customer1450,1,15,0,0,0,15,0,0,0,1,1,0,1,15,0
customer1451,7,120,0,0,0,20,23.80952381,0,2,2,1,0.285714286,3.5,120,0
customer1452,6,280,0,0,0,50,26.66666667,0,2,3,3,0.333333333,2,280,0
customer1453,9,95.25,0,0,0,20.5,2,0,5,4,2,0.555555556,2.25,95.25,0
customer1454,3,400,0,0,0,300,3333.333333,0,3,1,1,1,3,400,0
customer1455,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1456,4,200,0,0,0,50,0,0,1,4,3,0.25,1,200,0
customer1457,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1458,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1459,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer146,26,588.71,1,705,0,50,70.93778846,0,8,7,2,0.307692308,3.714285714,-116.29,0
customer1460,2,100,1,100,0,75,1250,0,0,1,1,0,2,0,0
customer1461,2,32,0,0,0,17,2,0,0,1,1,0,2,32,0
customer1462,4,500,0,0,0,200,2500,0,0,4,3,0,1,500,0
customer1463,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1464,1,100,1,100,0,100,0,0,0,1,1,0,1,0,0
customer1465,2,300,0,0,0,200,5000,0,0,2,2,0,1,300,0
customer1466,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1467,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1468,1,40,0,0,0,40,0,0,0,1,1,0,1,40,0
customer1469,5,295,0,0,0,100,530,0,0,4,3,0,1.25,295,0
customer147,246,11272,0,0,19,200,786.710735,0,34,17,12,0.138211382,14.47058824,11272,2.995732274
customer1470,5,405,1,375,0,15,22630,0,1,1,1,0.2,5,30,0
customer1471,3,3000,0,0,12,1000,0,0,0,2,2,0,1.5,3000,2.564949357
customer1472,2,150,0,0,0,100,1250,0,2,1,1,1,2,150,0
customer1473,1,20,0,0,0,20,0,0,1,1,1,1,1,20,0
customer1474,1,140,0,0,6,140,0,0,0,1,1,0,1,140,1.945910149
customer1475,3,100,0,0,0,50,208.3333333,0,0,1,1,0,3,100,0
customer1476,3,100,0,0,0,50,433.3333333,0,0,1,1,0,3,100,0
customer1477,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1478,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1479,1,150,0,0,0,150,0,0,0,1,1,0,1,150,0
customer148,53,2037.5,1,500,0,100,312.0351959,0,4,11,7,0.075471698,4.818181818,1537.5,0
customer1480,2,29,0,0,0,15,0.5,0,1,2,2,0.5,1,29,0
customer1481,2,140,0,0,0,100,1800,0,0,2,2,0,1,140,0
customer1482,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1483,4,65,0,0,0,25,56.25,0,0,1,1,0,4,65,0
customer1484,8,165,0,0,0,30,53.125,0,2,4,2,0.25,2,165,0
customer1485,2,40,0,0,0,40,0,0,0,1,2,0,2,40,0
customer1486,6,140,0,0,0,50,186.6666667,0,1,2,2,0.166666667,3,140,0
customer1487,2,100,0,0,0,50,0,0,0,2,2,0,1,100,0
customer1488,6,80,0,0,0,25,36.66666667,0,0,4,3,0,1.5,80,0
customer1489,8,350,0,0,0,50,133.9285714,0,5,5,3,0.625,1.6,350,0
customer149,85,4423,0,0,0,100,351.8439776,0,9,11,3,0.105882353,7.727272727,4423,0
customer1490,8,105,0,0,0,30,13.83928571,0,5,4,4,0.625,2,105,0
customer1491,3,65,0,0,0,25,8.333333333,0,0,2,1,0,1.5,65,0
customer1492,2,200,0,0,0,100,0,0,1,2,2,0.5,1,200,0
customer1494,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1495,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1496,1,400,0,0,0,400,0,0,0,1,1,0,1,400,0
customer1497,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1498,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1499,2,47,1,146,0,30,84.5,0,0,1,1,0,2,-99,0
customer15,634,25755.53,9,4185.88,70,300,4294.717873,243790.4732,141,30,9,0.222397476,21.13333333,21569.65,4.262679877
customer150,114,1360,0,0,0,50,39.16317342,0,38,23,7,0.333333333,4.956521739,1360,0
customer1500,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1501,4,1995,0,0,8,875,127006.25,0,3,2,2,0.75,2,1995,2.197224577
customer1502,5,900,0,0,2,250,3250,0,4,1,1,0.8,5,900,1.098612289
customer1503,2,2271.4,0,0,0,0,1082508.98,0,0,2,1,0,1,2271.4,0
customer1504,1,40,0,0,0,40,0,0,0,1,1,0,1,40,0
customer1505,4,400,0,0,0,150,1666.666667,0,0,1,1,0,4,400,0
customer1506,12,465,0,0,0,100,618.75,0,4,4,3,0.333333333,3,465,0
customer1507,2,75,0,0,0,50,312.5,0,0,1,1,0,2,75,0
customer1508,2,35,1,100,0,20,12.5,0,0,2,2,0,1,-65,0
customer1509,3,200,0,0,0,100,833.3333333,0,0,1,2,0,3,200,0
customer151,85,7372,0,0,0,500,8590.747339,0,2,15,6,0.023529412,5.666666667,7372,0
customer1510,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1511,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1512,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1513,1,200,0,0,0,200,0,0,1,1,1,1,1,200,0
customer1514,5,60,0,0,0,20,20,0,0,3,2,0,1.666666667,60,0
customer1515,1,20,0,0,0,20,0,0,1,1,1,1,1,20,0
customer1516,1,15,0,0,0,15,0,0,1,1,1,1,1,15,0
customer1517,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1518,4,3000,0,0,13,1000,83333.33333,0,0,1,1,0,4,3000,2.63905733
customer1519,5,55,0,0,0,15,5,0,0,3,3,0,1.666666667,55,0
customer152,19,7900,0,0,0,500,16959.06433,0,0,4,3,0,4.75,7900,0
customer1520,1,10,1,10,0,10,0,0,0,1,1,0,1,0,0
customer1521,1,75,0,0,0,75,0,0,1,1,1,1,1,75,0
customer1522,4,80,0,0,0,20,0,0,0,3,2,0,1.333333333,80,0
customer1523,1,50,1,50,0,50,0,0,0,1,1,0,1,0,0
customer1524,1,20,0,0,0,20,0,0,1,1,1,1,1,20,0
customer1525,2,65,0,0,0,50,612.5,0,1,2,1,0.5,1,65,0
customer1526,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1527,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1528,4,200,0,0,0,50,0,0,0,3,3,0,1.333333333,200,0
customer1529,2,350,0,0,0,250,11250,0,1,1,1,0.5,2,350,0
customer153,33,2655,3,600,0,200,2388.068182,10000,14,13,7,0.424242424,2.538461538,2055,0
customer1530,3,130,0,0,0,50,133.3333333,0,3,1,1,1,3,130,0
customer1531,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1532,2,200,0,0,0,200,0,0,1,1,1,0.5,2,200,0
customer1533,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1534,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1535,9,125,4,283,0,0,23.61111111,1164.916667,3,1,1,0.333333333,9,-158,0
customer1536,2,100,1,50,0,50,0,0,0,2,1,0,1,50,0
customer1537,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1538,2,100,0,0,0,50,0,0,2,1,1,1,2,100,0
customer1539,5,300,0,0,0,100,500,0,1,3,2,0.2,1.666666667,300,0
customer154,83,2413,0,0,0,100,252.4825154,0,38,15,4,0.457831325,5.533333333,2413,0
customer1540,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1541,2,100,0,0,0,50,0,0,0,1,1,0,2,100,0
customer1542,1,200,0,0,0,200,0,0,0,1,1,0,1,200,0
customer1543,5,240,0,0,0,90,707.5,0,0,5,5,0,1,240,0
customer1544,1,50,1,50,0,50,0,0,0,1,1,0,1,0,0
customer1545,1,100,0,0,0,20,0,0,1,1,1,1,1,100,0
customer1546,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1547,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1548,2,40,0,0,0,20,0,0,0,1,1,0,2,40,0
customer1549,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer155,142,100926,0,0,209,975,55390.26151,0,21,45,12,0.147887324,3.155555556,100926,5.347107531
customer1550,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1551,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1552,1,250,0,0,0,250,0,0,0,1,1,0,1,250,0
customer1553,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1554,2,225,0,0,0,125,312.5,0,0,2,1,0,1,225,0
customer1555,1,500,0,0,0,500,0,0,1,1,1,1,1,500,0
customer1556,2,350,0,0,0,250,11250,0,1,1,1,0.5,2,350,0
customer1557,6,250,1,215.81,0,52,257.8666667,0,0,5,4,0,1.2,34.19,0
customer1558,1,25,0,0,0,25,0,0,1,1,1,1,1,25,0
customer1559,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer156,87,2920,0,0,0,100,248.7837477,0,11,17,6,0.126436782,5.117647059,2920,0
customer1560,2,100,0,0,0,100,0,0,0,1,1,0,2,100,0
customer1561,1,500,0,0,0,500,0,0,0,1,1,0,1,500,0
customer1562,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1563,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1564,2,100,0,0,0,50,0,0,0,1,1,0,2,100,0
customer1565,3,60,1,285,0,20,0,0,0,3,3,0,1,-225,0
customer1566,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1567,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1568,6,350,0,0,0,125,1426.666667,0,0,3,2,0,2,350,0
customer1569,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer157,125,11800,0,0,0,300,2724.83871,0,46,12,3,0.368,10.41666667,11800,0
customer1570,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1571,1,40,0,0,0,40,0,0,0,1,1,0,1,40,0
customer1572,3,55,0,0,0,25,58.33333333,0,2,3,2,0.666666667,1,55,0
customer1573,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1574,2,200,0,0,0,100,0,0,2,2,2,1,1,200,0
customer1575,4,254.75,2,137.9,0,100,2606.557292,4792.205,1,3,2,0.25,1.333333333,116.85,0
customer1576,2,20,0,0,0,1977,0,0,1,2,1,0.5,1,20,0
customer1577,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer1578,5,140,0,0,0,30,7.5,0,0,4,1,0,1.25,140,0
customer1579,3,125,0,0,0,50,208.3333333,0,2,2,1,0.666666667,1.5,125,0
customer158,208,6182.13,0,0,0,100,221.0098166,0,51,16,4,0.245192308,13,6182.13,0
customer1580,4,200,0,0,0,50,0,0,0,4,2,0,1,200,0
customer1581,1,25,0,0,0,40,0,0,0,1,1,0,1,25,0
customer1582,4,200,0,0,0,50,0,0,0,3,2,0,1.333333333,200,0
customer1583,1,150,0,0,0,150,0,0,0,1,1,0,1,150,0
customer1584,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1585,4,154.76,2,75,0,50,174.3310667,312.5,0,4,4,0,1,79.76,0
customer1586,1,40,0,0,0,40,0,0,0,1,1,0,1,40,0
customer1587,3,40,0,0,0,15,8.333333333,0,0,3,2,0,1,40,0
customer1588,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1589,1,100,0,0,0,100,0,0,0,1,1,0,1,100,0
customer159,266,48945,0,0,153,1000,26503.6264,0,97,28,10,0.364661654,9.5,48945,5.036952602
customer1590,2,2206.6,0,0,0,0,989261.78,0,0,2,1,0,1,2206.6,0
customer1591,2,100,0,0,0,100,0,0,2,1,1,1,2,100,0
customer1592,1,40,0,0,0,40,0,0,0,1,1,0,1,40,0
customer1593,3,2000,0,0,0,800,53333.33333,0,0,2,2,0,1.5,2000,0
customer1594,2,100,0,0,0,100,0,0,1,2,1,0.5,1,100,0
customer1595,2,70,0,0,0,50,450,0,0,2,1,0,1,70,0
customer1596,1,15,0,0,0,15,0,0,0,1,1,0,1,15,0
customer1597,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1598,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1599,1,200,0,0,0,1000,0,0,0,1,1,0,1,200,0
customer16,5,350,0,0,0,100,750,0,0,5,2,0,1,350,0
customer160,60,1065,14,910,0,25,45.27542373,4319.230769,10,4,1,0.166666667,15,155,0
customer1600,3,135,0,0,0,50,75,0,0,1,1,0,3,135,0
customer1601,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1602,1,50,1,50,0,50,0,0,0,1,1,0,1,0,0
customer1603,2,150,0,0,0,100,1250,0,0,2,2,0,1,150,0
customer1604,2,200,0,0,0,100,0,0,0,1,1,0,2,200,0
customer1605,1,50,1,50,0,50,0,0,0,1,1,0,1,0,0
customer1606,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1607,2,600,0,0,0,400,20000,0,0,2,1,0,1,600,0
customer1608,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1609,2,75,0,0,0,50,312.5,0,0,2,2,0,1,75,0
customer161,140,10147,4,3515,14,299,5186.409609,293639.5833,27,14,4,0.192857143,10,6632,2.708050201
customer1610,1,50,0,0,0,50,0,0,1,1,1,1,1,50,0
customer1611,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1612,1,35,0,0,0,35,0,0,0,1,1,0,1,35,0
customer1613,1,30,0,0,0,30,0,0,0,1,1,0,1,30,0
customer1614,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer1615,3,30,0,0,0,10,0,0,2,2,2,0.666666667,1.5,30,0
customer1616,2,70,0,0,0,50,450,0,2,2,1,1,1,70,0
customer1617,4,190,0,0,0,100,1425,0,0,1,1,0,4,190,0
customer1618,8,90,0,0,0,15,5.357142857,0,2,3,1,0.25,2.666666667,90,0
customer1619,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer162,204,168295,23,136715,14,2000,608438.2318,8418610.573,16,45,12,0.078431373,4.533333333,31580,2.708050201
customer1620,2,150,0,0,0,100,1250,0,1,2,1,0.5,1,150,0
customer1621,2,150,0,0,0,100,1250,0,0,1,1,0,2,150,0
customer1622,10,505,0,0,0,100,1424.722222,0,2,5,3,0.2,2,505,0
customer1623,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1624,1,10,0,0,0,10,0,0,0,1,1,0,1,10,0
customer1625,3,75,0,0,0,25,0,0,0,1,1,0,3,75,0
customer1626,1,20,0,0,0,20,0,0,0,1,1,0,1,20,0
customer1627,3,2000,0,0,2,1000,83333.33333,0,0,1,1,0,3,2000,1.098612289
customer1628,1,300,0,0,0,300,0,0,1,1,1,1,1,300,0
customer1629,1,100,0,0,0,100,0,0,1,1,1,1,1,100,0
customer163,4,850,0,0,0,250,5625,0,0,4,3,0,1,850,0
customer1630,1,50,0,0,0,50,0,0,0,1,1,0,1,50,0
customer1631,5,175,2,125,0,25,500,2812.5,1,2,1,0.2,2.5,50,0
